성우오스타A
당림초교
당림1리
당림5반종점
당림3반종점
당림3거리
당림3거리
당림2리
당림2리
당림1리
당림1리
당림1리
농업기술원
농촌공사춘천지소
농촌공사춘천지소
논골입구
논골입구
국민연금공단
국민연금공단
남춘천초교
남춘천중학교
남산면행복센터
남산면행복센터
남부시장
남부시장
남면행정복지센터
발산1리
김유정문학촌
김유정문학촌
금산3리
금산3리
금산2리
금산2리
금산3리
강원정보문화진흥원
과수원마을입구
금병초교
근화초교
춘천역육교앞
근화사거리
청와A
그랜드A
군자공원묘지
군자3리
군자3리
군자3리
군자공원묘지
군자1리
군자1리
국립춘천병원
국립춘천병원
구곡폭포종점
구곡폭포입구
구곡폭포입구
교동초교입구
교동초교입구
광판초교
광판초교
광판중학교입구
광판중학교입구
광판중학교
광판중학교
광판2리
광판2리
광판2리
광판2리
광판2리
광판1리
광판
신포리
관천리종점
관천리
관천리
춘천청소년수련관
춘천청소년수련관
공지천사거리
공지사거리
신성교회
농협후석로지점
곡골
곡골
고탄입구
고탄입구
구고탄농협
고탄
고탄
고탄
고창말
고창말
고은리종점
고은리입구
고은리
고은2리
고은1리
고성2리선돌입구
고성2리
고성2리용화산입구
고성2리매산교앞
고탄리(성탄교앞)
안보1리
안보1리
거두리부영A
성우오스타A
거두1리마을회관
거두1리마을회관
거두2리마을회관
거두2리
거두2리
거두2리
거두2리
거두1리
거두1리
탑동마을
강촌입구
강촌유원지
강촌유원지
강촌리
강촌리
강촌리
강촌리
강촌검문소
강촌검문소
강촌1리4반
강촌1리4반
폴리텍2캠퍼스
거두1리
거두1리
강원일보
강원대후문
강원대후문
강원대학병원
강원대학병원
춘천사회혁신센터
병무청앞
동면농협장학지점
동면농협장학지점
강원중학교
강원고교
애니고등학교
애니고등학교
춘천우체국
감정2리마을회관
감정2리3반
감정2리
감정2리
감정1리마을회관
가정중학교
가정진료소
가정리종점
가정3리
가정3리
가정2리
가정2리
가정2리
가정2리
가정1리
가정1리
가재골
가재골
팔호광장
팔호광장
88공원
(구)102보충대
(구)102보충대
신한은행후평동지점
충인교회
창촌3리약수터
창촌3리약수터
창촌3리
창촌3리
창촌3거리
창촌3거리
창촌1리
창촌1리
청구/진흥A
현지사
현지사
지촌3리
지촌3리
지촌2리
지촌2리
우미린후문
한국국토정보공사
지암초교
지암초교
지암산천마을
지암산천마을
지암리종점
지암리
지암리
지암리
지암리
지내리
지내리
지내3리
지내3리
지내2리마을회관
지내2리
지내2리
지내1리종점
지내1리마을회관
지내1리마을회관
지내보건소
지내1리
증3리
증3리
증3리
증2리
증2리
증2리
증2리
증2리
증2리
증2리
증2리
증2리
증1리
중앙하이츠1차
중앙하이츠1차
중앙시장환승센터
중앙시장/중앙초교
중앙시장
중도선착장
일성트루엘A
KBS방송국
KBS방송국
조양4리
조양4리
조양4리
신세계주유소
조양3리
조양1리
조각공원
정족2리입구
정족2리입구
정족2리
정족2리
정족1리입구
사천왕사
사천왕사
정부합동청사
정부합동청사
정법사
정법사
기와집골
기와집골
장학1리
장학1리
춘천역육교앞
호반요양병원
호반요양병원
인성병원
소양로우체국
인람종점
인람리
의암치안센터
의암치안센터
송암스포츠타운입구
송암스포츠타운입구
의암리본마을
의암리본마을
의암류인석유적지
의암류인석유적지
의암댐
의암댐
의암교차로
의암
의암
열린공원
은행나무공원
강원테크노파크
율문3리
강원테크노파크
율문1리
율문1리
천전2리
천전2리
육림랜드
육림공원
육림고개
육림고개
유포리
유포리회관
유포3리입구
유포3리입구
유승한내들
유승한내들
윗샘밭종점
위도입구
위도입구
월송2리입구
월송2리
월송1리
월곡리종점
월곡리
월곡리
샛강쉼터
원평마을
원평계곡
원평계곡
학곡리
원창리입구
원창고개
원창고개
원창고개
원창고개
원창5리
원창5리
원창4리
원창3리
원창3리
원창2리
폴리텍대학
폴리텍대학
원창2리
원창1리
원창1리
봉명리
원무골
웃골1리
강원대학교동문
우석초교입구
우석초교
우석초교
그랜드A
용산치안센터
용산리종점
용산3리
용산2리취수장
용산2리취수장
한강수력본부
한강수력본부
용산1리
용산1리
왕터연수원
왕터연수원
올미종점
올미입구
올미입구
올미
온의사거리
풍물시장
럭키A
미소지움/방송대
방송통신대입구
온의금호1차
온의금호1차
옥광산입구
지내1리(옥광산입구)
오항리종점
오탄리종점
오탄리
오탄1리
오탄3리종점
오탄2리
오탄2리
오탄1리
오탄1리
오월유원지
오월유원지
오월리종점
오월리입구
오월리입구
오월교입구
오봉마을
오봉마을
오동초등학교
여성가족연구원
여성가족연구원
퇴계주공6단지
현진에버빌1차
상상마당입구
양통종점
양우A
양우A
창촌3리(양단이)
창촌3리(양단이)
모아엘가A
모아엘가A
명동입구
현암리
애니메이션박물관
안보2리종점
안보2리입구
탑동마을
아침못종점
환경사업소
혈동2리
신포중학교
신포리
신포리
신포1리
신촌1리
신촌3리
신촌1리
신촌1리
신촌1리
신촌1리
신연강
신연강
한계울마을입구
한계울마을입구
신북읍행복센터
신북읍행복센터
신매대교
신매대교
신매3리
신매3리
신매3리
신매3리
신매1리
신매1리
신동초교
신동초교
신동삼거리
신동초등학교
신동
신동보급대
신동배터
신동배터
김유정역
김유정역
삼포유원지입구
명동입구
명동입구
시외버스터미널
시외버스터미널
시외버스터미널
시외버스터미널
시립청소년도서관
공지천분수대
(구)승마장
시립요양원입구
수청골입구
수청교
수동리
수동리
수동2리
수동2리
수동1리종점
수동1리입구
수동1리입구
수동1리
수동1리
송암삼거리
송암리
송암리
송암리
송암동
송암동
송암3반
삼악산주차장입구
솔밭종점
소양초교
소양초교
소양중학교
소양중학교
소양정수장
소양정수장
소양로2가
소양로1가
소양강댐주차장
소양강댐정상
소양강댐사택
소양강댐사택
소양2교
사우사거리
초록지붕8차
초록지붕6차
세경3차
세경3차
성원초등학교
한림대학교
설미종점
봄내초교
퇴계현대3차
남부지구대
남부지구대
석사A
석사A
석사삼익A
초록지붕A
석사사거리
석사부영A
석사동행복센터
석사동행복센터
석사대우A
석사극동A
석사극동A
석사교회
석사4거리
석사2지구A
석사2지구A
석갓
석갓
서춘천농협
서춘천농협
서천리
서천1리
서천1리
서상초교
서상초교
서상2리종점
서상1리종점
서상1리종점
서부시장
서면치안센터
서면치안센터
서면행정복지센터
서면행정복지센터
샬롬(산후조리원)
새술막
새술막
새말교
새마을고개
새마을고개
증4리종점
상천초등학교
상원사
상원사
상걸리종점
상걸리보건진료소
상걸리보건진료소
상걸1리
상걸1리
삼포유원지
삼포유원지
삼천동사거리
삼천동사거리
여우고개
여우고개
의암댐
의암댐
산천1리
산천1리
산천1리
산천1리
산수빌아파트
산수빌아파트
산수리
사암4리종점
사암4리종점
사암3리
사암3리
사암1리
사암1리
사북우체국
사북우체국
사북면행복센터
사북면행복센터
사대부고
우두로입구
우두로입구
사농현대A
보타사입구
보타사입구
북산면행복센터
북산면행복센터
교대부설초교
봉의초교
봉의중학교
봉의중학교
봉의A
봉의A
봉명리종점
봉명2리
봉명1리
봉명1리1반
보안사거리
보안사거리
푸른언덕공원
푸른언덕공원
춘천지방법원
법원
법원
번개시장
백양리종점
백양리
백양리
백양1리
백양1리
배나무골
배나무골
방죽기
방죽기
송암스포츠타운
방동리종점
방동2리
방동2리
방동2리
방동2리
방동2리
방동2리
장절공
방동1리
국군병원사거리
춘추로입구
럭키아파트후문
럭키아파트후문
송암스포츠타운
성심경로당
원창2리
원창2리
한림성심대학교
한림성심대학교
가산교
지내3리
가산교
지내3리
상걸리종점
성심경로당
춘추로입구
조양3리종점
유앤아이A
유앤아이A
동신장로교회
구름다리주유소
강원사대부고
강원사대부고
케이티앤지
농산물도매시장
농산물도매시장
우두사거리
우두사거리
홈플러스
올미
올미입구
금대울
호반베르디움
남춘천역환승센터
호반환승센터
호반환승센터
춘천역환승센터
효자교
퇴계일성A
퇴계일성A
효자교
당간지주입구
당간지주입구
남춘천역환승센터
백양리역
백양리역
굴봉산역
굴봉산역
성신양회
강촌역
강촌역
강촌역입구
강촌역입구
막국수체험관
옥광산
남춘천역
광판농협입구
광판농협입구
원창3리
원창3리
갈골교
갈골교
남춘천역종점
케이티앤지
휴먼시아2차
휴먼시아1차
퇴계환승센터
퇴계환승센터
느랏재터널입구
느랏재터널입구
소양강댐정상
간척사거리
기도원입구
석사교사거리
전원주택입구
전원주택입구
동광길입구
수협
월송2리입구
월송2리입구
장절공입구
장절공입구
호수요양병원
율문3리입구
고탄농협
고탄농협
백양1리
박암리
박암리
박암리
박암리
공단입구
공단입구
오탄2리입구
오탄3리입구
삼포
방아간앞
침례교회앞
원정사입구
유포리
국유림관리소앞
상걸2리
상걸2리
한화제약입구
한화제약입구
박암리
부강연립앞
당림1리3반
당림1리5반
풀무원입구
당림리
당림1리5반
덕두원주말농장
덕두원주말농장
산수1리
강원도시가스
강원도시가스
소양1교
소양로1가
평화공원
평화공원
부강연립
천전삼거리
상천초교입구
상천초교입구
롯데마트석사점
롯데마트석사점
스무숲입구
강원체고앞
강원체고앞
춘천공원묘지
노일교
노일교
갈골
솔바우마을
서부지구대
창촌2리입구
창촌2리입구
창촌농공단지
삼포유원지
삼포유원지
혈동1리
덕만리혈동1리입구
보매기
월송1리
월송1리
신촌1리
신촌1리
행촌리종점
만천주공A
만천주공A
새고개
서천분교
서천분교
발산1리1반
발산1리1반
당림초교
거두1리1반
지내리
합동교
만천3리
올미
올미
방동리입구
서상마을회관
서상2리
서상2리
서상2리
창촌3리2반
관천리종점
산천2리종점
오항리종점
청평사종점
양통종점
오탄리종점
수동1리종점
창촌3리종점
혈동1리종점
증4리
혈동2리종점
서상2리종점
방동리종점
백양리종점
가정리종점
거두2리마을회관
용산3리종점
지내2리마을회관
올미종점
지암리종점
조양3리종점
구곡폭포종점
안보2리종점
덕두2리종점
설미종점
월곡리종점
월송3리종점
애니메이션박물관
오월리종점
월송1리
월송1리
삽다리고개
추곡리
창촌3리삼거리
전력산업단지
백치고개정상
광판삼거리
호수요양병원
거두리종점
한신휴플러스
e편한세상
사암2리마을회관
사암2리
거두1리1반
사암4리
사암리
학곡리
증4리
장학교차로
장학해온채A
장학해온채A
꿈자람어린이공원
꿈자람어린이공원
오월2리
오월2리
오월2리
강원숲체험장입구
오월2리
오월리납실교
증4리
장학1리마을회관
장학1리마을회관
하일종점
하일
장학농장
장학2리
장학2리마을회관
장학2리마을회관
장학2리
장학농장
하일
팔미1리
의암리입구
의암리입구
도재활병원삼거리
강원도재활병원
우두사거리
거두농공단지
거두농공단지종점
거두농공단지종점
거두농공단지
강원도재활병원
간동2교
간동2교
추곡약수터입구
팔미1리
산촌생태마을
지내1리종점
지내2리성문산
지내2리샘골
지내1리
지내1리
소망마을
해강A
장학부영A
장학LH1단지
칠전대우A
원창교
창촌3리
신동교
보매기
산수2리
증4리
송암리
오월교
간척리
운전면허시험장
감정리
지내리
큰물건너입구
서천리주명교
청소년야영장정문
청소년야영장정문
군자3리
방곡2리
월곡리입구
조양삼거리
오월교
산수1리마을회관
강촌입구
혈동1리
오빛뜰체험관
오빛뜰체험관
춘천국유림관리소
춘천국유림관리소
옥광산
지내1리
지내1리
지내2리샘골
지내2리성문산
지내2리응달말
지내리
발산1리
발산2리
발산2리
발산2리
아침못종점
오동초등학교
윗샘밭종점
방송통신대앞
온의동푸르지오
온누리공원앞
퇴계행복센터
퇴계행복센터
뉴시티코아루A
뉴시티코아루A
사우벌
사우벌
천년나무A
천년나무A
우두사거리
국군춘천병원종점
국군춘천병원종점
꿈자람물정원
꿈자람물정원
두미르2차A
두미르2차A
건강보험공단
춘천시청
강원대중앙도서관
강원대중앙도서관
강원대백록관
강원대백록관
강원대정문
강원대정문
로컬푸드직매장
로컬푸드직매장
하일입구
하일입구
소양교차로
소양교차로
장학2리입구
장학2리입구
강원고앞
아이파크A
아이파크A
춘천여고앞
춘천여고앞
만천2리마을회관
만천2리마을회관
만천로143번길
만천로143번길
만천리골든빌리지
만천리골든빌리지
거두1리사거리
거두1리사거리
산천2리
산천2리
오동초등학교앞
가래울길입구
가래울길입구
솔밭입구
솔밭입구
군자1리
군자1리
군자1리군들목장
군자1리군들목장
군자2리
군자2리
동춘천산업단지
동춘천산업단지
목골길입구
목골길입구
온누리교회
온누리교회
금대울
거두리사거리
거두리사거리
고은길
너부래길입구
고은1리4반
후동2리마을회관
후동2리마을회관
버들1길
버들1길
수동2리흰도라지
수동2리흰도라지
한덕리마을회관
한덕리마을회관
산수리감투봉
산수리감투봉
강촌노래비
자라우마을
자라우마을
강원체육회관
이상원미술관
이상원미술관
방고개길입구
방고개길입구
강변코아루A
강변코아루A
두산위브A
두산위브A
감정교아랫길
감정리아랫길
윗박암길
탑골삼거리
백양2리3반
백양2리3반
백양2리종점
백양2리종점
고성1리마을회관
떡갈매기
오항1리3반
오항1리3반
해강A
소망마을
정족1길
정족1길
정족리지품
전인고등학교
소주고개로
소주고개로
장본교앞사거리
장본교앞사거리
신북사거리
우두택지
우두택지
샘밭장터
샘밭장터
국제생활관
애니박물관입구
금산리수정천
금산리수정천
한솔마을
국유림관리소앞
봉명리
봉명리
원창교
갈골
거두리종점
산수1리마을회관
감정1리마을회관
지내리
유포2리종점
유포리
원정사입구
침례교회앞
방아간앞
유포2리종점
오동초등학교
도재활병원삼거리
새말교
서상2리
서상2리
서상마을회관
서상2리
신매1리
월송1리
월송1리
월송1리
오월리납실교
오월2리
강원숲체험장입구
오월2리
오월2리
오월2리
오동초등학교앞
삼포유원지입구
월송1리
월솔1리
삼포
증4리
새고개
후동2리입구
후동2리입구
한덕리
산수리
산수1리
산수2리
광판초교
새술막
노일교
합동교
감정2리마을회관
합동교
감정2리
가정중학교
감정2리
솔밭종점
원무골
사암2리
사암리
사암2리
사암2리마을회관
학곡리
한숲시티A
한숲시티A
남춘천여중
남춘천여중
호반A
스무숲사거리
어유포삼거리
두미리
두미리
개야리
개야리
한서상회
한서상회
어유포리
석화촌
석화촌
팔봉산유원지
팔봉산관광지
반곡초교
반곡초교
반곡교
반곡교
반곡
반곡
두미리종점
어유포리
말골입구
말골입구
충의대교
충의대교
모곡3리
모곡3리
두미리종점
간척사거리
간척사거리
